,Title,Company,Location,TypeContrat,Salary,Description,Date,Link
885,Data engineer F/H,Abylsen,Metz (57),"Temps plein, CDI",30 000 € - 45 000 € par an,"Abylsen EST, spécialisée dans le transport (automobile, agricole et ferroviaire), l’industrie lourde (métallurgie, sidérurgie, …), l’énergie, la pharmaceutique/chimie et les services souhaite se renforcer et recherche actuellement un Data Engineer F/H.Dans le cadre du renforcement d'une équipe en charge du déploiement et l'industrialisation d'une plate-forme Big Data (AWS / Snowflake), votre mission sera de soutenir les équipes en charge du déploiement de l'environnement Big Data.Issu(e) d'une formation supérieure en informatique type Bac+5 en informatique, vous justifiez d'une expérience similaire réussie d'1 an minimum.Vous possédez les connaissances suivantes :- plateforme Amazon Web Services (utilisation S3, EC2, EMR, Lambda, CloudWatch)- python 3.6 minimum, ShellDes connaissances Unix/Linux et Snowflake sont un plus, ainsi que sur Stambia et des outils de datavisualisation.Au-delà de vos compétences, nous nous intéressons à vous, à votre personnalité !Vous êtes rigoureux, autonome et savez travailler en équipe.Abylsen Est, c’est aujourd’hui 180 consultants passionnés qui interviennent sur le Grand Est (Metz, Strasbourg, Nancy, Reims, Troyes, Mulhouse, Besançon, …) et le Luxembourg.Envie de provoquer votre futur avec nous ? Rejoignez Abylsen !Avantages :Titre-restaurant / PanierParticipation au transportType d'emploi : Temps plein, CDISalaire : 30 000,00€ à 45 000,00€ /anExpérience:data engineer f/h ou similaire: 1 an (Requis)Formation:Bac +5 (Master / MBA) (Requis)Langue:français (Requis)",il y a 4 jours ,/company/ABYLSEN/jobs/Data-Engineer-F-H-44b998dea9e5a584?fccid=3765b079d042e85f&vjs=3
886,Data engineer F/H,Abylsen,Metz (57),"Temps plein, CDI",30 000 € - 45 000 € par an,"Abylsen EST, spécialisée dans le transport (automobile, agricole et ferroviaire), l’industrie lourde (métallurgie, sidérurgie, …), l’énergie, la pharmaceutique/chimie et les services souhaite se renforcer et recherche actuellement un Data Engineer F/H.Dans le cadre du renforcement d'une équipe en charge du déploiement et l'industrialisation d'une plate-forme Big Data (AWS / Snowflake), votre mission sera de soutenir les équipes en charge du déploiement de l'environnement Big Data.Issu(e) d'une formation supérieure en informatique type Bac+5 en informatique, vous justifiez d'une expérience similaire réussie d'1 an minimum.Vous possédez les connaissances suivantes :- plateforme Amazon Web Services (utilisation S3, EC2, EMR, Lambda, CloudWatch)- python 3.6 minimum, ShellDes connaissances Unix/Linux et Snowflake sont un plus, ainsi que sur Stambia et des outils de datavisualisation.Au-delà de vos compétences, nous nous intéressons à vous, à votre personnalité !Vous êtes rigoureux, autonome et savez travailler en équipe.Abylsen Est, c’est aujourd’hui 180 consultants passionnés qui interviennent sur le Grand Est (Metz, Strasbourg, Nancy, Reims, Troyes, Mulhouse, Besançon, …) et le Luxembourg.Envie de provoquer votre futur avec nous ? Rejoignez Abylsen !Avantages :Titre-restaurant / PanierParticipation au transportType d'emploi : Temps plein, CDISalaire : 30 000,00€ à 45 000,00€ /anExpérience:data engineer f/h ou similaire: 1 an (Requis)Formation:Bac +5 (Master / MBA) (Requis)Langue:français (Requis)",il y a 4 jours ,/company/ABYLSEN/jobs/Data-Engineer-F-H-44b998dea9e5a584?fccid=3765b079d042e85f&vjs=3
887,Data engineer F/H,Abylsen,Metz (57),"Temps plein, CDI",30 000 € - 45 000 € par an,"Abylsen EST, spécialisée dans le transport (automobile, agricole et ferroviaire), l’industrie lourde (métallurgie, sidérurgie, …), l’énergie, la pharmaceutique/chimie et les services souhaite se renforcer et recherche actuellement un Data Engineer F/H.Dans le cadre du renforcement d'une équipe en charge du déploiement et l'industrialisation d'une plate-forme Big Data (AWS / Snowflake), votre mission sera de soutenir les équipes en charge du déploiement de l'environnement Big Data.Issu(e) d'une formation supérieure en informatique type Bac+5 en informatique, vous justifiez d'une expérience similaire réussie d'1 an minimum.Vous possédez les connaissances suivantes :- plateforme Amazon Web Services (utilisation S3, EC2, EMR, Lambda, CloudWatch)- python 3.6 minimum, ShellDes connaissances Unix/Linux et Snowflake sont un plus, ainsi que sur Stambia et des outils de datavisualisation.Au-delà de vos compétences, nous nous intéressons à vous, à votre personnalité !Vous êtes rigoureux, autonome et savez travailler en équipe.Abylsen Est, c’est aujourd’hui 180 consultants passionnés qui interviennent sur le Grand Est (Metz, Strasbourg, Nancy, Reims, Troyes, Mulhouse, Besançon, …) et le Luxembourg.Envie de provoquer votre futur avec nous ? Rejoignez Abylsen !Avantages :Titre-restaurant / PanierParticipation au transportType d'emploi : Temps plein, CDISalaire : 30 000,00€ à 45 000,00€ /anExpérience:data engineer f/h ou similaire: 1 an (Requis)Formation:Bac +5 (Master / MBA) (Requis)Langue:français (Requis)",il y a 4 jours ,/company/ABYLSEN/jobs/Data-Engineer-F-H-44b998dea9e5a584?fccid=3765b079d042e85f&vjs=3
888,Data engineer F/H,Abylsen,Metz (57),"Temps plein, CDI",30 000 € - 45 000 € par an,"Abylsen EST, spécialisée dans le transport (automobile, agricole et ferroviaire), l’industrie lourde (métallurgie, sidérurgie, …), l’énergie, la pharmaceutique/chimie et les services souhaite se renforcer et recherche actuellement un Data Engineer F/H.Dans le cadre du renforcement d'une équipe en charge du déploiement et l'industrialisation d'une plate-forme Big Data (AWS / Snowflake), votre mission sera de soutenir les équipes en charge du déploiement de l'environnement Big Data.Issu(e) d'une formation supérieure en informatique type Bac+5 en informatique, vous justifiez d'une expérience similaire réussie d'1 an minimum.Vous possédez les connaissances suivantes :- plateforme Amazon Web Services (utilisation S3, EC2, EMR, Lambda, CloudWatch)- python 3.6 minimum, ShellDes connaissances Unix/Linux et Snowflake sont un plus, ainsi que sur Stambia et des outils de datavisualisation.Au-delà de vos compétences, nous nous intéressons à vous, à votre personnalité !Vous êtes rigoureux, autonome et savez travailler en équipe.Abylsen Est, c’est aujourd’hui 180 consultants passionnés qui interviennent sur le Grand Est (Metz, Strasbourg, Nancy, Reims, Troyes, Mulhouse, Besançon, …) et le Luxembourg.Envie de provoquer votre futur avec nous ? Rejoignez Abylsen !Avantages :Titre-restaurant / PanierParticipation au transportType d'emploi : Temps plein, CDISalaire : 30 000,00€ à 45 000,00€ /anExpérience:data engineer f/h ou similaire: 1 an (Requis)Formation:Bac +5 (Master / MBA) (Requis)Langue:français (Requis)",il y a 4 jours ,/company/ABYLSEN/jobs/Data-Engineer-F-H-44b998dea9e5a584?fccid=3765b079d042e85f&vjs=3
889,Alternance - Assistant Data Analyst/PMO H/F,Malakoff Humanis,92240 Malakoff,"Temps plein, Apprentissage, Contrat pro",notfound,"Malakoff Humanis est un groupe de protection sociale paritaire, mutualiste et à but non lucratif. Nous sommes ainsi dirigés par des représentants de nos clients.

Nous n'avons pas d'actionnaires à rémunérer, l'ensemble de nos bénéfices est donc réinvesti au profit de nos clients, en services, en accompagnement social ou pour soutenir des causes d'intérêt général que nous défendons.

Nous sommes un groupe solide financièrement, soucieux d'une gestion rigoureuse et attaché au principe de mutualisation.

L'innovation est depuis toujours au coeur de notre action. Notre société Malakoff Humanis Innov', dotée d'un fonds de 150 millions d'euros, nous permet, à travers des investissements ou des prises de participations dans des start-ups, de proposer de nouveaux services à nos clients et de préparer l'avenir.


Participation à la définition des besoins métiers, à la rédaction des processus, au suivi de la mise en oeuvre des évolutions, au travers de projets internes ou transverses.
Travailler à la mise en place d'un tableau de bord performance des activités du middle office, suivi des indicateurs, amélioration de la récolte des éléments.
Contribution aux travaux d'amélioration des processus et des SI, bonnes pratiques, en adéquation avec les méthodes d'organisation, en collaboration avec les managers.
Préparation des campagnes métier, tant organisationnel qu'opérationnel, pour une évaluation de la performance et de la non-qualité.
Enrichissement des bases de données en veillant à l'amélioration de la qualité des données (Power BI, Excel, Qlik, etc.).
Audit et process.

Titulaire d'un Bac +3, vous souhaitez préparer un Master 2 Data Analyst, Audit ou équivalent. Vous êtes à l'aise avec l'outil informatique Microsoft Office (Excel, Power BI) avec une forte appétence aux nouvelles technologies et avez le gout des chiffres.
Vous faites preuve de rigueur et d'organisation et êtes doté(e) d'un esprit d'analyse et de synthèse. De plus, vous avez la capacité à gérer plusieurs dossiers simultanément. Curieux(se), vous possédez un bon relationnel et d'une faculté d'adaptation.",Publiée à l'instant ,/pagead/clk?mo=r&ad=-6NYlbfkN0BfLf6vlT6l4ABp3X30XSvXz_-NpXuqcS_nd6g9VmGJGEIFXOJiy_O-LZTi_P1Hr5BpQivjzbLIgpkBK1iYBvuZXH7dOWGOZ-wpNn-uyUMCco-QV0Ps-Wv50O2mH9gvp6xuhHESkVYfWMUTuoPLDdiE5eEZMkwtKdVH-njB-TvzTWEANy9zX2jzaxUnx7TrcFn_SKS0F6DhGm6XpPG1-nZQ_Nxoi4uRRtNpDyafmuzPlAkW11tWVLKMDA97NvdGaqnxp3H5HzQHsbJ4KQKHITVviyW8UBgzYS6xzKGDSRmgHESz78MFS6pWgsV0_e--YorJ3-g0je34vzgZ0kbd_f5-v7Kd6cYm7-zdyDUV8dVb5v2YQdMTgrlGDaSRcEA0Eto-R90fZH03DkA-hXHdrq_7iRLFSx3aK3T89NTSsCsU5MV-ChqQXWmjjyVVm5z-JQH39kL9FQSTMfEQ7-QoFFpK0AmA7brJ0bkQ_8FOtQOvG4uKN-iCgfUoj-4NKJ-3Loc4B-ZfXichUwU9QP9c82XZ&p=0&fvj=0&vjs=3
890,DATA ANALYST H/F,Groupement Les Mousquetaires,Issy-les-Moulineaux (92),"Temps plein, CDI",notfound,"ITM Alimentaire International, branche alimentaire du groupement les Mousquetaires recherche un(e) Data Analyst pour rejoindre son service Data au sein de l’équipe Data science.

Vous devez sûrement nous connaitre au travers des enseignes Intermarché et Netto ! D’ailleurs savez-vous qu’Intermarché revendique un positionnement unique et très engagé ? Celui de Producteurs & Commerçants responsables ! #SANTE #ENVIRONNEMENT #SOCIETE #PLAISIR

Parce que Mieux Manger c’est d’abord Mieux Produire, depuis 50 ans l’innovation est au cœur de nos stratégies et de nos valeurs. Ce que nous voulons, c’est aider les français à manger mieux tous les jours pour une vie pleine de santé !

Alors rejoingnez la Data Factory Intermarché/Netto, née de l’ambition partagée avec Accenture et Microsoft de transformer la chaine de valeur de l’écosystème alimentaire français. Les bénéfices du Cloud Azure de Microsoft et ses technologies d’Intelligence Artificielle, telles que le Machine Learning, la Data Visualisation ou encore la Computer Vision vont nous permettre de proposer une offre personnalisée tant au niveau de chaque point de vente qu’au niveau de chaque consommateur.


Partant(e) pour l’aventure ?


Concrètement quelles seront vos missions ?


Vous accompagnez la montée en compétences analytique de nos directions métier sur le pilotage et la gestion de leur activité en les aidant à mettre en place les reportings & data visualisation adaptée à leurs problématiques.
Vous assurez une veille et un retour critique sur la qualité des données par le challenge constructif des données que vous manipulez.
Vous collectez, avec l’aide des Product Owners et des Data Scientists, les besoins des métiers en analyse et en gestion des données.
Vous apportez progressivement votre expertise analytique sur un domaine métier et un périmètre de données.
Vous assurez la construction et la captation des indicateurs de performance des projets analytics.

Profil candidat
Niveau d'étude min.
Requis :
Bac + 5
Formation / Diplôme :
6 - MASTER 2
Expérience Requise :
de 3 à 4 ans
Compétences :
Qualités d'écoute et relationnelles , Disposition de déplacements , Capacité d'analyse et synthese , Esprit d'équipe
Qu’est-ce que vous pourriez nous apporter ?
Passionné(e) de chiffres et de statistiques, vous aimez autant la Data que faire parler vos coéquipiers pour comprendre leur besoin. Vous avez à cœur de comprendre les problématiques business et vous êtes force de proposition.
Diplômé(e) d’un Bac+5, vous possédez une expérience de plus de 2 ans dans le consulting ou de plus de 3 ans au sein d’une équipe Data/Analystics.
Envie d’une expérience enrichissante au sein d’une entreprise dynamique ? Rejoignez-nous dans les locaux de Microsoft France à Issy les Moulineaux (92). Tu auras également la chance de connaitre les 83 hectares verdoyants du Parc de Tréville (près d’Evry dans le 91) car des déplacements sont prévus une fois par semaine.",il y a 30+ jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0BftZz9fRnr039jpu0TlhCv2qFjbxMwSKCxY74BWTHKSlwLAYBjAvfZQfAhxVkeLOxo0-iKl9EwcI5ZEDGvXMRHP89ss5iOmJS5Ti5leXPlIdIs9GcT5DyUlcw1xW0TvlSnzQFK0Ah77p6rcXNpwcF0d0HYDAlD_gi62X5YVPMe855DXSbfa0E6zjS-d9dDt6pgWN5UVbnWTMY_jLxhFa7wP5n-7qI-yz2-rH2RJ42spO-e5SXChSyQUoxtqJjP6AwUeU6T5zMOM-AJvRgQ0dSuX61eq3yfj5stbcZJ5Q5lJ1JTK2JUyMPBQ4kAfDOnqsNDejIFbYnQg1pUdeRWVsbshHaq0z65j6snhEPtX4sJdnoChsJfyDI0vCjjqXGV7yI2OgjX_G8UQ_f3_OE6NXkQUnWn7Hv0_g-oEJmTxjF798aGT8H8-VqZxLmjx7i5hD_zyW0BfMPxERjS51f2avi_pFPHaer_i6Z2xW4DQmQ76yMYOo2U36J5rAYVXoNps9g=&p=1&fvj=0&vjs=3
891,Stage en Immobilier - Analyste Investissement et Asset,MB Capital,75008 Paris 8e,"Temps plein, Stage",notfound,"Expérience : De formation supérieure BAC +4/5 en finance d’entreprise, immobilier ou audit. Un premier stage en immobilier est un plus.Compétence : Autonomie, rigueur, bon relationnel. Envie d’évoluer dans une petite structure dynamique et très présente sur le marché Parisien et avec des actifs de qualité. Maîtrise du Pack Office.AcquisitionLes investissements portent sur des actifs de toute typologie (bureaux, commerces et hôtels), principalement dans le centre de Paris, dans une stratégie Value-added.- Sourcing des investissements- Analyse des investissements (réalisation de Business Plan, étude de la Data Room)- Suivi du processus d’acquisition (négociations, montage des financements avec les banques)- Mise en place de la stratégie d’investissement (études des leviers de valorisation, faisabilité financière, technique et administrative, préparation des permis de construire)Gestion des actifs- Gestion des locataires existants (Giorgi Armani, Havas, Scotch and Soda, Vanity Fair…) et mise en place des nouvelles locations (études des locataires potentiels, rédaction des baux)- Gestion des chantiers en cours (montage des projets avec les architectes, sélection des entreprises et suivi des travaux)Type d'emploi : Temps plein, StageTélétravail:Temporairement en raison du COVID-19",il y a 7 jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0BCl2FVk6WysDCuTJ72dz_R2iRtyp5owKwrZsSyBdSHvle5kgGxoOm0sWOoKOnbNeFf_UGk2PtPpdZUDrhRh_ln2R3Lt-_hFMvkdi4VnRKffqvTBkdK1WZQzZRgXULzMYsvk7PwX0KY7TvG7ObwPcEp_MO6k9SbatU4EZ9paYu9Gq-7XoT8KANfmQBajwBlW0hYGDL-D5iJBmA2hWhwUbDM8coq7BAiEnVseFj3bbdr5iCGMo9CAYu6ESs-yGYe1_lgd_HAnlAbNRiJuZth3bTNmPaO8CHin081jDGMssumh5bgaD5-__Zq_ooE54w2r1H-g0k4OFmDpX_qX_auTr7uEDJ2gwPp6rxxjNUtdQRdIkR4SIUOFBDBztM4FScJdklDKNojC1kJ19O-opOT6mVdFpDWEf1_rffKYPXpZsFJ__9lJWp4V7M6oVNaMfFJdk0YdgQG2gMhE51k-jjA6_vXdosFynzYqK7UUbexCDh8Kw==&p=2&fvj=1&vjs=3
892,Manager Projet Data (F/H),Novencia,Paris (75),notfound,notfound,"Contexte
Les données clients constituent un immense potentiel pour les entreprises, mais comment les lier aux enjeux business ? Comment identifier, gérer les sources de données pertinentes (online, offline, IOT, IA, …) et optimiser leur exploitation ? Quelles technologies choisir ?
Quelle que soit la façon dont elle est structurée, la data n’est plus l’apanage des SI… mais bien au cœur des activités et des Métiers.
Aujourd’hui, de nombreuses entreprises ont besoin d’être accompagnées dans la gestion de leurs données afin de s’en servir à bon escient.
Entant qu’expert des données, NOVENCIA Group aide ses clients à anticiper les dernières innovations technologiques et les accompagne de la définition des usages Data, au déploiement & à l’exploitation de plateformes.

Consultant, Business Analyst, Product Owner ou Chef de Projet Data depuis au moins 3 ans, vous êtes à la recherche de nouveaux défis. Bouclez votre ceinture, la suite est pour vous !
Compétences
AYANT LES COMPÉTENCES EN
Anglais Connaissances des outils Data Design Thinking Gestion de projet Méthodes agiles

Profil
Carnet de route
Nos 35 référencements auprès de Grands Comptes et bien d’autres à venir offrent un large champ de possibles : e-commerce, Banque, Assurance, Service… !

Évidemment, nous privilégions les environnements innovants et organisés autour de méthodologies Agile.

Exemples de missions :
Cadrage et appui à la mise en place projets SI Client / Customer Data Platform, de Référentiels Clients ou Produits, de Data Lake (usages, data modèle – Golden record, …)
Accompagnement au développement des usages Data, de leur définition à leur industrialisation
Pilotage de projets
Définition et déploiement de processus de collecte, stockage, exploitation des données
Définition et déploiement de la Gouvernance des données
Votre rôle
Gérer et piloter des projets en France et à l’internationalManager la relation client et être garant de la qualité des prestationsContribuer au recrutementEncadrer et accompagner les consultants dans leurs parcours et leur évolutionAssurer un rôle commercial en détectant des besoins et en participant à des avant-ventesParticiper au développement de l’offre en produisant des contenus (Webinar, articles, meet-up, …)

À vous de choisir. Chez NOVENCIA, chaque consultant a le choix de sa mission et décide de la façon dont il souhaite évoluer.
De la technique et de la personnalité
Communicant : habile aussi bien à l’oral qu’à l’écrit
Explorateur : défriche les problématiques clients et challenge les Métiers dans les usages data
Savant : maitrise les concepts de modélisation data, les modèles d’architecture Data Centric & ses composants (CDP, RCU, Big Data, …), les enjeux de la gouvernance
Polyglotte : parle aussi bien avec les métiers qu’avec les équipes IT
Souple : AGILE dans l’âme
Couteau suisse : passe d’un rôle de Chef de projet à Business Analyst à Product Owner
Caricaturiste : reformule, vulgarise, schématise
Avancer en équipe
NOVENCIA, c’est avant tout un projet collectif.

Validation par un pair. Après les formules d’usage du premier entretien, vous rencontrez un de nos consultants lors d’un second échange pour qu’il puisse appréhender votre niveau technique et vous en dire plus sur l’écosystème de NOVENCIA. (C’est souvent là que tout bascule…).

Partage d’expérience. NOVENCIA compte 7 communautés : Partners – Finance/ Prodigi – Agile / Craft / ActiveViam / UX@Scale / Data / GDPR, dont le fonctionnement est indépendant. Dotées de leur propre budget, elles sont libres de récolter et diffuser des informations. L’objectif : encourager la veille technique et l’évolution professionnelle.

Expertise. Meet-up, webinar, articles, vidéos…Au-delà d’un objectif purement professionnel, technique ou fonctionnel, NOVENCIA vous donne la possibilité de vous exprimer. Environ 80 événements annuels sont organisés. Autant d’occasions pour un collaborateur de se dépasser. Crédibilité et notoriété du parcours sont donc au rendez-vous !

Formation sur mesure. NOVENCIA possède son propre centre de formation. Technique ou fonctionnelle, les formations proposées sont, pour la plupart, certifiantes.

Suivi personnalisé. Qu’elle soit personnelle ou professionnelle, votre évolution est notre priorité. C’est pourquoi nous avons créé les Instants RH et Objectifs Carrière. Vous l’avez compris, chez NOVENCIA on ne lâche rien !

Notre objectif commun : co-construire votre carrière en fonction de vos aspirations et de vos compétences.


S’engager en faveur du handicap c’est garantir l’égalité des chances dès le recrutement.
À compétences égales, nos postes sont ouverts aux personnes en situation de handicap.",il y a 30+ jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0Daqc6iXyKFbG6VVD0ldd2zgLQxuS1gW8w6A9JOLP9whJLALkHKDZaIT8Al6Nuyw9ZPB90yFleysaWiegWIHHM40ITo_XM-HS3pjHX3BBFPdLE2yfUjirzkHN9j1N1VzlVk6YJEeKukM3oXKJ22O8qhDmvrTWDXOnotL6cSlxFeIoNgp8tCyKeKtRaOfxsLwQkvCmaCe-sZFUgjxeGKqrLLwepufB7_f3zhL4310wYSY90kvnKMy0VsrmUYz9q0ielz4Lp8ai8ZS6ceeKbkk0ZsoA4-SWpNOaMvzfMAaEqex7Fr-itrHVOgr5Sz5Zqirtdi6NYF0Xs7HLyP0aXpU2g_hD3NKV2eEb-aw_F84r9DcJCX6pjtMyfgGY67MYb0cRDmnPsttEKRbtWJDoWbpTgCuM1m8fLdZ9aKObed5CC0mtIkTBkuO8Qna4cUrahJo5c=&p=3&fvj=0&vjs=3
893,DATA analyste informatique (F/H),ACCEO CONSULTING,Paris (75),notfound,notfound,"Actuellement, au sein des équipes BIG DATA et Machine learning de notre client, grande entité bancaire, l’objectif au quotidien est d’acquérir une expertise sur l’ensemble des informations liées aux données marketing et commercial des différentes entités, c’est pourquoi nous recherchons un(e) :

DATA ANALYST (F/H)

Vos principales missions :
Mise en place d’un dictionnaire de données / catalogue, à disposition des chefs de projets et des data scientists afin de les aider, lors de la mise en place de projets BIG DATA ou machine learning.
Manipulation, analyse et mise à disposition des données collectées.
Reporting
Vous serez également en charge de toutes les demandes liées à l’exploitation des données

Votre Profil :
Issu(e) d’une formation supérieure de type BAC + 5 en informatique, statistiques ou en big data, vous avez acquis une expérience de minimum 3 ans dans le traitement et l’analyse de données dans un environnement bancaire.

Pour ce poste, ous recherchons un profil avec un très bon relationnel pouvant communiquer aisément entre les différents services et interlocuteurs.

A l’aise dans la transmission des informations, vous avez aussi une réelle appétence pour manier les données.

Bon communiquant, vous avez un sens du service développé.",il y a 17 jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOas1XXw09aTZVYdY9lRqLnedkGwLenO6s9lKFeUajY010jinp-GArIeFjLYnb5M_DVgKfMAvigu4JKkeVIC-iBh44yoUCmN_B0Xzt1rHYum1k6yi7U1F1_gGNvj-kP6mLDttXOZCTR-2cLhICTn1dHVrBw6wZAlMx9s9K3DfnouCL2o-dFvYzSgQhwEfK7B_IYBtViU2NA3yYGCoCf3dG8SGX8SibFwNmlooruafUOcstkFyOoTKQwi-_cYDF-7Ax5sTcN9tsFeWnfImHrETBbdT5iECFpHuCvjv_DC2lg-5QbHhEGzPOjVWYdMalkmyg6I-yW9lJQz6HiKlKNrMIwQGSKy8iiqlbh-4N22njzrb0d4U7rfYrZ3BuY_zmB8YXkKl37J4WhewVod0N5Q-phFOy-ItQsLqZ1NaVPmJwp0T52xi2J__CMnLR1DpNVDr_wdl6_y8_gqsQvDzURxeCJWLoc-N6XuuKmyXKZFNv82WLR5pJavq07hMstU66Bhmu0kFDyfnSDsseYQxs42paO67R5coPr9toaWjlvrr5MtzQxe_yvZEV_WwtInUwytEZq0_wiABuJAPslGPV3wPSkGLfz59X9jec1VVjmpE-xhpA&p=4&fvj=0&vjs=3
894,Alternant(e) Data Analyst H/F,TF1,Boulogne-Billancourt (92),"Apprentissage, Contrat pro",notfound,"Type de contrat:
CDD Profession.

Métier:
Digital, Data, Développement web

Société:
TF1 SA

Faisons connaissance
Première chaîne de télévision généraliste française, le Groupe TF1 ne compte pas que ses chaînes.

En effet, TF1 a engagé depuis plus de 25 ans une diversification de ses activités et est devenue un groupe de communication intégré qui développe au-delà de son cœur de métier, des activités sur des segments porteurs tels que la production audiovisuelle, le digital, la télévision payante, le e-commerce mais aussi l'exploitation de salles et la production de spectacles, les licences et les jeux.

Au sein de la Direction Digital et Innovation, l’équipe Data & Analytics renforce la stratégie globale de groupe TF1 avec un objectif principal : la création de valeur à partir des données collectées.

A ce titre l’équipe Data & Analytics accompagne toutes les directions métiers et développe des outils innovants et des modèles algorithmiques qui permettent d’optimiser l’expérience client, de piloter la performance et de monétiser les données en déployant en production différents projets stratégiques, à forte visibilité.
Votre rôle au sein de l’équipe
Au sein de l’équipe DATA, vous aurez pour missions de développer les outils statistiques et informatiques du DataLake.

Vous apporterez vos connaissances dans le traitement et l’agrégation de données provenant de sources variées et hétérogènes (logs techniques, bases CRM, études, réseaux sociaux, données marché,…). Egalement, vous aurez pour mission de mettre en place des processus d’alimentation de données dans l’optique de restituer des données auprès des différents métiers via outils de dataviz ou présentations. Enfin, vous travaillerez sur les différentes programmatiques liées à la publicité en ligne (optimisation ciblages, mise en place de nouveaux produits publicitaires).

Tout au long de l’année, vous serez amené(e) à :
Approfondir les nouvelles techniques de traitements des plateformes big data
Mettre en place des alimentations de données dans le but de statistiques
Intégrer les données en base grâce aux différents outils de manipulation de données
Développer des dashboards sous Tableau
Apprentissage du monde digital

Localisation du poste
Lieu de travail : Boulogne Billancourt
Vos atouts pour faire la différence
Vous êtes étudiant(e) en fin de cycle informatique et BigData, datascience ou équivalent
Rigoureux(se), vous avez un bon esprit de synthèse et un raisonnement structuré
Bonne maitrise SQL / PYTHON OU R / Gestion de projets",il y a 17 jours ,/rc/clk?jk=5381cb89e802b8b8&fccid=68f796cd2e38ee6f&vjs=3
895,Data Analyst·(e) - Stagiaire H/F,VONA,Paris (75),"Temps plein, Stage",1 500 € par mois,"Depuis 2010, VONA Consulting, cabinet de conseil indépendant, accompagne les entreprises dans leur stratégie et management du Digital en les aidant notamment à valoriser leurs données et assurer la protection du patrimoine informationnel.Situé en plein cœur du 9e arrondissement, nous nous distinguons par un modèle fondé sur le capital humain, une approche orientée client et la réalisation de missions à forte visibilité.Au cours de votre stage, vous aurez à travailler sur le pilotage d’une dépense télécom selon deux axes :Le contrat (bonne application des conditions)Le budget (consommé, atterrissage, optimisation, etc.)Pour se faire, il sera question d’apporter de la visibilité sur une grande quantité de données (fichiers opérateurs factures et tickets d’appels).Missions : Construire des tableaux « standards »Choisir des indicateurs dans une liste donnée, construire et/ou consolider des KPI (contrat, finance ...)Mettre en place l’insertion de données client (métiers pour une vision plus opérationnelle, productivité, risque, etc.)Créer des supports afin d’assurer la restitution sur n’importe quel BI (celui du client)Profil & compétences techniques : Vous avez idéalement une formation universitaire Bac+5 et/ou une formation en école d’ingénieur;Vous vous démarquez par votre sens du détail, de la synthèse ainsi que de la proactivité.Vous possédez de solides connaissances en programmation Python, RVous avez été initié aux outils de Data Visualization.Vous souhaitez réaliser votre stage de fin d’études dans un environnement à taille humaine tout en prenant part à des projets d’envergure internationale ? Ce stage est fait pour vous.A l’issue de ce stage, selon le compte-rendu de votre activité et votre projet professionnel il pourra vous être proposé d’intégrer l’équipe VONA en CDI.Avantages :Titre-restaurant / PanierType d'emploi : Temps plein, StageSalaire : 1 500,00€ /moisExpérience:stagiaire data analyst(e) h/f ou similaire: 1 an (Souhaité)",il y a 13 jours ,/company/VONA/jobs/Data-Analyst-510218eb1945b800?fccid=24b2dfbe26e67247&vjs=3
896,Junior Data Analyst,DELIVER.EE,Paris (75),Stage,notfound,"Aux Opérations, tu travailleras sur des projets variés et complètement différents tout au long du stage. Et tu gagneras très vite en responsabilités.
1/ Reporting et indicateurs
Tu seras en charge de l’outil de reporting Tableau
Tu compléteras et tu définiras les indicateurs de suivi afin d’orienter la stratégie de l’entreprise et piloter l’activité quotidienne

2/ Amélioration des process opérationnels et du produit
Tu identifieras et contribueras à l’amélioreration des process internes
Tu travailleras avec les différentes équipes (Service Client, Dev, Projet, Marketing, Sales) afin de mettre en place tes solutions
Tu travailleras sur les nouveaux services à mettre en place

3/ Soutien aux autres équipes
Tu soutiendras les autres équipes dans la gestion de leurs projets
Tu interviendras sur la partie Account Management : intégration d’un nouveau client, mise en place de formations, suivi régulier
Tu interviendras aussi sur la partie Fleet Management et pourras intervenir dans les opérations du quotidien : gestion de la flotte de partenaires, amélioration de la qualité, intégration et formations de sous-traitants

4/ Veille
Tu auras comme mission de définir l’écosystème actuel afin de mieux orienter nos choix stratégiques
Profil recherché
Rigoureux et structuré, tu sais être synthétique.
Tu ne te mets pas de limite, tu es capable de trouver des solutions rapidement avec les moyens à disposition
À l’aise avec l’apprentissage de nouveaux outils
Proactif et force de proposition, avec l’envie constante d’améliorer ce que tu fais et de te
dépasser.
Positif et souriant, en capacité de retourner une situation difficile en opportunité.
Les + :
Tu sais utiliser Tableau
Tu es particulièrement attiré par les startups et/ ou le secteur de la livraison
Déroulement des entretiens
Explique-nous pourquoi tu veux rejoindre deliver.ee
Entretien video avec le COO, le CEO, le CTO ou un Data Analyst
Meet the team lors de notre Apérimote !",il y a 17 jours ,/rc/clk?jk=66bb0b66d138bd5f&fccid=1ab9bda0755397c0&vjs=3
